"category","question_text","correct_option","wrong_option_1","wrong_option_2","explanation"
"M2","Which resource provides the teacher with the answer key and suggested warmers for the coursebook unit?","Teacher's Book","Coursebook","Supplementary workbook","ဆရာတွေအတွက် အဖြေမှန်တွေ၊ သင်ကြားနည်း အကြံပြုချက်တွေနဲ့ အပိုလေ့ကျင့်ခန်းတွေ ပါဝင်တဲ့ စာအုပ်က Teacher's Book ဖြစ်ပါတယ်။"
"M2","Identify the resource: A resource specifically designed to give teachers answers, methodology tips, and extra activities is the:","Teacher's Book","Coursebook","Supplementary workbook","ဆရာတွေအတွက် အဖြေမှန်တွေ၊ သင်ကြားနည်း အကြံပြုချက်တွေနဲ့ အပိုလေ့ကျင့်ခန်းတွေ ပါဝင်တဲ့ စာအုပ်က Teacher's Book ဖြစ်ပါတယ်။"
"M2","Materials created for native speakers in real life, not for language teaching, are called:","Authentic materials","Graded materials","Supplementary materials","ဘာသာစကားသင်ဖို့ ရည်ရွယ်ထုတ်ထားတာမဟုတ်ဘဲ လက်တွေ့ဘဝမှာ တကယ်သုံးဖို့ထုတ်ထားတဲ့ အရာတွေ (ဥပမာ - သတင်းစာ၊ မီနူး) ကို Authentic materials လို့ခေါ်ပါတယ်။"
"M2","A teacher brings in a real English newspaper for an advanced reading class. The newspaper is an example of:","Authentic materials","Graded materials","Supplementary materials","ဘာသာစကားသင်ဖို့ ရည်ရွယ်ထုတ်ထားတာမဟုတ်ဘဲ လက်တွေ့ဘဝမှာ တကယ်သုံးဖို့ထုတ်ထားတဲ့ အရာတွေ (ဥပမာ - သတင်းစာ၊ မီနူး) ကို Authentic materials လို့ခေါ်ပါတယ်။"
"M2","A restaurant menu, a bus ticket, and a local weather report are all examples of:","Authentic materials","Graded materials","Supplementary materials","ဘာသာစကားသင်ဖို့ ရည်ရွယ်ထုတ်ထားတာမဟုတ်ဘဲ လက်တွေ့ဘဝမှာ တကယ်သုံးဖို့ထုတ်ထားတဲ့ အရာတွေ (ဥပမာ - သတင်းစာ၊ မီနူး) ကို Authentic materials လို့ခေါ်ပါတယ်။"
"M2","Which of the following is an example of an authentic material?","A train timetable from London.","A reading passage in an English textbook.","A grammar gap-fill worksheet.","ဘာသာစကားသင်ဖို့ ရည်ရွယ်ထုတ်ထားတာမဟုတ်ဘဲ လက်တွေ့ဘဝမှာ တကယ်သုံးဖို့ထုတ်ထားတဲ့ အရာတွေ (ဥပမာ - သတင်းစာ၊ မီနူး) ကို Authentic materials လို့ခေါ်ပါတယ်။"
"M2","Which statement applies? Which of the following is an example of an authentic material?","A train timetable from London.","A reading passage in an English textbook.","A grammar gap-fill worksheet.","ဘာသာစကားသင်ဖို့ ရည်ရွယ်ထုတ်ထားတာမဟုတ်ဘဲ လက်တွေ့ဘဝမှာ တကယ်သုံးဖို့ထုတ်ထားတဲ့ အရာတွေ (ဥပမာ - သတင်းစာ၊ မီနူး) ကို Authentic materials လို့ခေါ်ပါတယ်။"
"M2","Which concept is this? Which of the following is an example of an authentic material?","A train timetable from London.","A reading passage in an English textbook.","A grammar gap-fill worksheet.","ဘာသာစကားသင်ဖို့ ရည်ရွယ်ထုတ်ထားတာမဟုတ်ဘဲ လက်တွေ့ဘဝမှာ တကယ်သုံးဖို့ထုတ်ထားတဲ့ အရာတွေ (ဥပမာ - သတင်းစာ၊ မီနူး) ကို Authentic materials လို့ခေါ်ပါတယ်။"
"M2","Books that are specially written or simplified for English learners at different levels are:","Graded readers","Authentic books","Corpora","ကျောင်းသားတွေရဲ့ အဆင့် (Level) အလိုက် ဝေါဟာရနဲ့ သဒ္ဒါကို လွယ်ကူအောင် ပြင်ဆင်ရေးသားထားတဲ့ ဖတ်စာအုပ်တွေကို Graded readers လို့ခေါ်ပါတယ်။"
"M2","A classic novel like 'Dracula' rewritten using only 500 basic English words is called a:","Graded readers","Authentic books","Corpora","ကျောင်းသားတွေရဲ့ အဆင့် (Level) အလိုက် ဝေါဟာရနဲ့ သဒ္ဒါကို လွယ်ကူအောင် ပြင်ဆင်ရေးသားထားတဲ့ ဖတ်စာအုပ်တွေကို Graded readers လို့ခေါ်ပါတယ်။"
"M2","To encourage extensive reading for pleasure, teachers often use books adjusted to the learners' level, known as:","Graded readers","Authentic books","Corpora","ကျောင်းသားတွေရဲ့ အဆင့် (Level) အလိုက် ဝေါဟာရနဲ့ သဒ္ဒါကို လွယ်ကူအောင် ပြင်ဆင်ရေးသားထားတဲ့ ဖတ်စာအုပ်တွေကို Graded readers လို့ခေါ်ပါတယ်။"
"M2","Why might a teacher use a graded reader instead of an authentic novel?","Because the language is adjusted to match the learners' current level.","Because it has no pictures.","Because it teaches L1 translation.","ကျောင်းသားတွေရဲ့ အဆင့် (Level) အလိုက် ဝေါဟာရနဲ့ သဒ္ဒါကို လွယ်ကူအောင် ပြင်ဆင်ရေးသားထားတဲ့ ဖတ်စာအုပ်တွေကို Graded readers လို့ခေါ်ပါတယ်။"
"M2","Which statement applies? The reason might a teacher use a graded reader instead of an authentic novel?","Because the language is adjusted to match the learners' current level.","Because it has no pictures.","Because it teaches L1 translation.","ကျောင်းသားတွေရဲ့ အဆင့် (Level) အလိုက် ဝေါဟာရနဲ့ သဒ္ဒါကို လွယ်ကူအောင် ပြင်ဆင်ရေးသားထားတဲ့ ဖတ်စာအုပ်တွေကို Graded readers လို့ခေါ်ပါတယ်။"
"M2","Which concept is this? Why might a teacher use a graded reader instead of an authentic novel?","Because the language is adjusted to match the learners' current level.","Because it has no pictures.","Because it teaches L1 translation.","ကျောင်းသားတွေရဲ့ အဆင့် (Level) အလိုက် ဝေါဟာရနဲ့ သဒ္ဒါကို လွယ်ကူအောင် ပြင်ဆင်ရေးသားထားတဲ့ ဖတ်စာအုပ်တွေကို Graded readers လို့ခေါ်ပါတယ်။"
"M2","What is a major benefit of using authentic materials in the classroom?","They show language as it is naturally used in real life.","They are always very easy to read.","They focus strictly on grammar rules.","Authentic materials တွေဟာ ပြင်ပကမ္ဘာမှာ တကယ်သုံးနေတဲ့ သဘာဝကျတဲ့ အင်္ဂလိပ်စာကို ထိတွေ့ခွင့်ရစေပါတယ်။"
"M2","Which statement applies? The thing is a major benefit of using authentic materials in the classroom?","They show language as it is naturally used in real life.","They are always very easy to read.","They focus strictly on grammar rules.","Authentic materials တွေဟာ ပြင်ပကမ္ဘာမှာ တကယ်သုံးနေတဲ့ သဘာဝကျတဲ့ အင်္ဂလိပ်စာကို ထိတွေ့ခွင့်ရစေပါတယ်။"
"M2","Which concept is this? What is a major benefit of using authentic materials in the classroom?","They show language as it is naturally used in real life.","They are always very easy to read.","They focus strictly on grammar rules.","Authentic materials တွေဟာ ပြင်ပကမ္ဘာမှာ တကယ်သုံးနေတဲ့ သဘာဝကျတဲ့ အင်္ဂလိပ်စာကို ထိတွေ့ခွင့်ရစေပါတယ်။"
"M2","Extra materials brought in by the teacher to add to the coursebook are called:","Supplementary materials","Realia","Authentic materials","ပြဋ္ဌာန်းစာအုပ်မှာ မပါတဲ့/မလုံလောက်တဲ့ အပိုင်းတွေအတွက် ပြင်ပကနေ ဆရာ ဖြည့်စွက်ယူလာတဲ့ လေ့ကျင့်ခန်း၊ စာရွက်စာတမ်းတွေကို Supplementary materials လို့ခေါ်ပါတယ်။"
"M2","Materials that are not in the official coursebook but are brought in to give extra practice are:","Supplementary materials","Realia","Authentic materials","ပြဋ္ဌာန်းစာအုပ်မှာ မပါတဲ့/မလုံလောက်တဲ့ အပိုင်းတွေအတွက် ပြင်ပကနေ ဆရာ ဖြည့်စွက်ယူလာတဲ့ လေ့ကျင့်ခန်း၊ စာရွက်စာတမ်းတွေကို Supplementary materials လို့ခေါ်ပါတယ်။"
"M2","When a teacher prints an online grammar quiz because the book lacks practice, the quiz is:","Supplementary materials","Realia","Authentic materials","ပြဋ္ဌာန်းစာအုပ်မှာ မပါတဲ့/မလုံလောက်တဲ့ အပိုင်းတွေအတွက် ပြင်ပကနေ ဆရာ ဖြည့်စွက်ယူလာတဲ့ လေ့ကျင့်ခန်း၊ စာရွက်စာတမ်းတွေကို Supplementary materials လို့ခေါ်ပါတယ်။"
"M2","If a teacher changes a reading text by rewriting it with simpler vocabulary, they are:","Simplifying the material","Extending the material","Reordering the material","စာပိုဒ်ကို ပိုလွယ်ကူတဲ့ စကားလုံးတွေ သဒ္ဒါတွေနဲ့ အစားထိုး ပြင်ဆင်ရေးသားတာကို Simplifying လို့ခေါ်ပါတယ်။"
"M2","When a teacher rewrites a complex paragraph into shorter, easier sentences, this process is called:","Simplifying the material","Extending the material","Reordering the material","စာပိုဒ်ကို ပိုလွယ်ကူတဲ့ စကားလုံးတွေ သဒ္ဒါတွေနဲ့ အစားထိုး ပြင်ဆင်ရေးသားတာကို Simplifying လို့ခေါ်ပါတယ်။"
"M2","Identify the resource: If a teacher changes a reading text by rewriting it with simpler vocabulary, they are:","Simplifying the material","Extending the material","Reordering the material","စာပိုဒ်ကို ပိုလွယ်ကူတဲ့ စကားလုံးတွေ သဒ္ဒါတွေနဲ့ အစားထိုး ပြင်ဆင်ရေးသားတာကို Simplifying လို့ခေါ်ပါတယ်။"
"M2","If a teacher adds a speaking role-play to the end of a reading text, they are:","Extending the material","Simplifying the material","Omitting the material","မူလလေ့ကျင့်ခန်းမှာ မပါတဲ့ နောက်ဆက်တွဲ လေ့ကျင့်ခန်းတစ်ခု (ဥပမာ - စာဖတ်ပြီး စကားပြောခိုင်းတာ) ကို ထပ်ဖြည့်တာကို Extending လို့ခေါ်ပါတယ်။"
"M2","Adding an extra speaking task that wasn't in the original coursebook exercise is called:","Extending the material","Simplifying the material","Omitting the material","မူလလေ့ကျင့်ခန်းမှာ မပါတဲ့ နောက်ဆက်တွဲ လေ့ကျင့်ခန်းတစ်ခု (ဥပမာ - စာဖတ်ပြီး စကားပြောခိုင်းတာ) ကို ထပ်ဖြည့်တာကို Extending လို့ခေါ်ပါတယ်။"
"M2","Identify the resource: If a teacher adds a speaking role-play to the end of a reading text, they are:","Extending the material","Simplifying the material","Omitting the material","မူလလေ့ကျင့်ခန်းမှာ မပါတဲ့ နောက်ဆက်တွဲ လေ့ကျင့်ခန်းတစ်ခု (ဥပမာ - စာဖတ်ပြီး စကားပြောခိုင်းတာ) ကို ထပ်ဖြည့်တာကို Extending လို့ခေါ်ပါတယ်။"
"M2","If a teacher decides to do exercise 4 before exercise 1 in the coursebook, they are:","Reordering the material","Omitting the material","Replacing the material","ပြဋ္ဌာန်းစာအုပ်မှာ ပါတဲ့ အစဉ်လိုက်မဟုတ်ဘဲ သင်ခန်းစာအစီအစဉ်ကို ကိုယ့်စိတ်ကြိုက် ပြောင်းလဲသင်ကြားတာကို Reordering လို့ခေါ်ပါတယ်။"
"M2","Doing the last activity on the page first because it fits the lesson flow better is called:","Reordering the material","Omitting the material","Replacing the material","ပြဋ္ဌာန်းစာအုပ်မှာ ပါတဲ့ အစဉ်လိုက်မဟုတ်ဘဲ သင်ခန်းစာအစီအစဉ်ကို ကိုယ့်စိတ်ကြိုက် ပြောင်းလဲသင်ကြားတာကို Reordering လို့ခေါ်ပါတယ်။"
"M2","Identify the resource: If a teacher decides to do exercise 4 before exercise 1 in the coursebook, they are:","Reordering the material","Omitting the material","Replacing the material","ပြဋ္ဌာန်းစာအုပ်မှာ ပါတဲ့ အစဉ်လိုက်မဟုတ်ဘဲ သင်ခန်းစာအစီအစဉ်ကို ကိုယ့်စိတ်ကြိုက် ပြောင်းလဲသင်ကြားတာကို Reordering လို့ခေါ်ပါတယ်။"
"M2","When selecting supplementary materials, a teacher must primarily consider:","The learners' age, level, and needs.","How colorful the paper is.","If it is authentic or not.","ပြင်ပလေ့ကျင့်ခန်းတွေ ရွေးချယ်တဲ့အခါ ကျောင်းသားရဲ့ အသက်အရွယ်၊ လက်ရှိအဆင့် (Level) နဲ့ လိုအပ်ချက်တွေကို အဓိကထား စဉ်းစားရပါမယ်။"
"M2","Which statement applies? When selecting supplementary materials, a teacher must primarily consider:","The learners' age, level, and needs.","How colorful the paper is.","If it is authentic or not.","ပြင်ပလေ့ကျင့်ခန်းတွေ ရွေးချယ်တဲ့အခါ ကျောင်းသားရဲ့ အသက်အရွယ်၊ လက်ရှိအဆင့် (Level) နဲ့ လိုအပ်ချက်တွေကို အဓိကထား စဉ်းစားရပါမယ်။"
"M2","Identify the resource: When selecting supplementary materials, a teacher must primarily consider:","The learners' age, level, and needs.","How colorful the paper is.","If it is authentic or not.","ပြင်ပလေ့ကျင့်ခန်းတွေ ရွေးချယ်တဲ့အခါ ကျောင်းသားရဲ့ အသက်အရွယ်၊ လက်ရှိအဆင့် (Level) နဲ့ လိုအပ်ချက်တွေကို အဓိကထား စဉ်းစားရပါမယ်။"
"M2","Real objects brought into the classroom (like apples, tickets, or clothes) are called:","Realia","Flashcards","Puppets","စာသင်ခန်းထဲကို ယူဆောင်လာတဲ့ လက်တွေ့ပြင်ပက အရာဝတ္ถုအစစ်တွေကို Realia လို့ခေါ်ပါတယ်။ (အမြင်၊ အတွေ့အထိနဲ့ မှတ်မိစေပါတယ်)"
"M2","To teach the vocabulary for fruit, the teacher brings a real banana, apple, and orange. These are:","Realia","Flashcards","Puppets","စာသင်ခန်းထဲကို ယူဆောင်လာတဲ့ လက်တွေ့ပြင်ပက အရာဝတ္ถုအစစ်တွေကို Realia လို့ခေါ်ပါတယ်။ (အမြင်၊ အတွေ့အထိနဲ့ မှတ်မိစေပါတယ်)"
"M2","Bringing a physical map of London into the class to practice giving directions is an example of:","Realia","Flashcards","Puppets","စာသင်ခန်းထဲကို ယူဆောင်လာတဲ့ လက်တွေ့ပြင်ပက အရာဝတ္ถုအစစ်တွေကို Realia လို့ခေါ်ပါတယ်။ (အမြင်၊ အတွေ့အထိနဲ့ မှတ်မိစေပါတယ်)"
"M2","Why is realia highly effective for teaching beginners and young learners?","It is concrete, tactile, and brings real life into the classroom.","It focuses entirely on grammar analysis.","It teaches them translation.","စာသင်ခန်းထဲကို ယူဆောင်လာတဲ့ လက်တွေ့ပြင်ပက အရာဝတ္ถုအစစ်တွေကို Realia လို့ခေါ်ပါတယ်။ (အမြင်၊ အတွေ့အထိနဲ့ မှတ်မိစေပါတယ်)"
"M2","Which statement applies? The reason is realia highly effective for teaching beginners and young learners?","It is concrete, tactile, and brings real life into the classroom.","It focuses entirely on grammar analysis.","It teaches them translation.","စာသင်ခန်းထဲကို ယူဆောင်လာတဲ့ လက်တွေ့ပြင်ပက အရာဝတ္ถုအစစ်တွေကို Realia လို့ခေါ်ပါတယ်။ (အမြင်၊ အတွေ့အထိနဲ့ မှတ်မိစေပါတယ်)"
"M2","Which concept is this? Why is realia highly effective for teaching beginners and young learners?","It is concrete, tactile, and brings real life into the classroom.","It focuses entirely on grammar analysis.","It teaches them translation.","စာသင်ခန်းထဲကို ယူဆောင်လာတဲ့ လက်တွေ့ပြင်ပက အရာဝတ္ถုအစစ်တွေကို Realia လို့ခေါ်ပါတယ်။ (အမြင်၊ အတွေ့အထိနဲ့ မှတ်မိစေပါတယ်)"
"M2","Cards with pictures or words on them used for quick visual prompts or drills are:","Flashcards","Role-cards","Realia","ဝေါဟာရအသစ်တွေ မိတ်ဆက်ဖို့နဲ့ လျင်မြန်စွာ လေ့ကျင့် (Drill) ဖို့အတွက် ပုံ သို့မဟုတ် စာသားပါတဲ့ ကတ်ပြားလေးတွေကို Flashcards လို့ခေါ်ပါတယ်။"
"M2","A teacher holds up a picture of a cat, the students say 'cat', then the teacher quickly shows a picture of a dog. The teacher is using:","Flashcards","Role-cards","Realia","ဝေါဟာရအသစ်တွေ မိတ်ဆက်ဖို့နဲ့ လျင်မြန်စွာ လေ့ကျင့် (Drill) ဖို့အတွက် ပုံ သို့မဟုတ် စာသားပါတဲ့ ကတ်ပြားလေးတွေကို Flashcards လို့ခေါ်ပါတယ်။"
"M2","To conduct a rapid choral repetition drill for vocabulary, a teacher is most likely to hold up:","Flashcards","Role-cards","Realia","ဝေါဟာရအသစ်တွေ မိတ်ဆက်ဖို့နဲ့ လျင်မြန်စွာ လေ့ကျင့် (Drill) ဖို့အတွက် ပုံ သို့မဟုတ် စာသားပါတဲ့ ကတ်ပြားလေးတွေကို Flashcards လို့ခေါ်ပါတယ်။"
"M2","A teacher uses a hand-puppet in a young learners' class. This is mainly to:","Encourage shy children to interact and speak.","Teach advanced grammar.","Show realia.","ကလေးငယ်တွေ စကားပြောဖို့ ရှက်နေတဲ့အခါ အရုပ် (Puppet) တွေကတစ်ဆင့် ပြောခိုင်းခြင်းက သူတို့ကို ရဲတင်းလာစေပါတယ်။"
"M2","Which statement applies? The teacher uses a hand-puppet in a young learners' class. This is mainly to:","Encourage shy children to interact and speak.","Teach advanced grammar.","Show realia.","ကလေးငယ်တွေ စကားပြောဖို့ ရှက်နေတဲ့အခါ အရုပ် (Puppet) တွေကတစ်ဆင့် ပြောခိုင်းခြင်းက သူတို့ကို ရဲတင်းလာစေပါတယ်။"
"M2","Identify the resource: A teacher uses a hand-puppet in a young learners' class. This is mainly to:","Encourage shy children to interact and speak.","Teach advanced grammar.","Show realia.","ကလေးငယ်တွေ စကားပြောဖို့ ရှက်နေတဲ့အခါ အရုပ် (Puppet) တွေကတစ်ဆင့် ပြောခိုင်းခြင်းက သူတို့ကို ရဲတင်းလာစေပါတယ်။"
"M2","Small pieces of paper giving students a specific character and situation to act out are:","Role-play cards","Word cards","Flashcards","သရုပ်ဆောင်ရမယ့် ဇာတ်ကောင်၊ အခြေအနေနဲ့ အချက်အလက်တွေကို ရေးပေးထားတဲ့ ကတ်ပြားလေးတွေကို Role-play cards လို့ခေါ်ပါတယ်။"
"M2","Giving a student a card that says 'You are a waiter. Ask the customer what they want to eat' is using:","Role-play cards","Word cards","Flashcards","သရုပ်ဆောင်ရမယ့် ဇာတ်ကောင်၊ အခြေအနေနဲ့ အချက်အလက်တွေကို ရေးပေးထားတဲ့ ကတ်ပြားလေးတွေကို Role-play cards လို့ခေါ်ပါတယ်။"
"M2","Identify the resource: Small pieces of paper giving students a specific character and situation to act out are:","Role-play cards","Word cards","Flashcards","သရုပ်ဆောင်ရမယ့် ဇာတ်ကောင်၊ အခြေအနေနဲ့ အချက်အလက်တွေကို ရေးပေးထားတဲ့ ကတ်ပြားလေးတွေကို Role-play cards လို့ခေါ်ပါတယ်။"
"M2","To keep the whiteboard clear and useful, a teacher should:","Divide the board into sections (e.g., vocabulary, grammar, working area).","Write randomly wherever there is space.","Erase everything immediately after writing.","Whiteboard ကို စနစ်တကျသုံးတတ်ဖို့ နေရာခွဲခြား (ဥပမာ - ဝေါဟာရအတွက် သီးသန့်၊ ရှင်းပြဖို့ သီးသန့်) အသုံးပြုသင့်ပါတယ်။"
"M2","Which statement applies? To keep the whiteboard clear and useful, a teacher should:","Divide the board into sections (e.g., vocabulary, grammar, working area).","Write randomly wherever there is space.","Erase everything immediately after writing.","Whiteboard ကို စနစ်တကျသုံးတတ်ဖို့ နေရာခွဲခြား (ဥပမာ - ဝေါဟာရအတွက် သီးသန့်၊ ရှင်းပြဖို့ သီးသန့်) အသုံးပြုသင့်ပါတယ်။"
"M2","Identify the resource: To keep the whiteboard clear and useful, a teacher should:","Divide the board into sections (e.g., vocabulary, grammar, working area).","Write randomly wherever there is space.","Erase everything immediately after writing.","Whiteboard ကို စနစ်တကျသုံးတတ်ဖို့ နေရာခွဲခြား (ဥပမာ - ဝေါဟာရအတွက် သီးသန့်၊ ရှင်းပြဖို့ သီးသန့်) အသုံးပြုသင့်ပါတယ်။"
"M2","A digital board connected to a computer that allows drag-and-drop and multimedia is an:","Interactive Whiteboard (IWB)","Overhead Projector (OHP)","Traditional chalkboard","ကွန်ပျူတာနဲ့ချိတ်ဆက်ပြီး အသံ၊ ရုပ်ပုံ၊ ဗီဒီယိုတွေကို လက်နဲ့ထိတွေ့ အသုံးပြုနိုင်တဲ့ (Touch) သင်ပုန်းကို Interactive Whiteboard (IWB) လို့ခေါ်ပါတယ်။"
"M2","To maximize effectiveness, the primary writing space in the classroom (the board) should be:","Interactive Whiteboard (IWB)","Overhead Projector (OHP)","Traditional chalkboard","ကွန်ပျူတာနဲ့ချိတ်ဆက်ပြီး အသံ၊ ရုပ်ပုံ၊ ဗီဒီယိုတွေကို လက်နဲ့ထိတွေ့ အသုံးပြုနိုင်တဲ့ (Touch) သင်ပုန်းကို Interactive Whiteboard (IWB) လို့ခေါ်ပါတယ်။"
"M2","Identify the resource: A digital board connected to a computer that allows drag-and-drop and multimedia is an:","Interactive Whiteboard (IWB)","Overhead Projector (OHP)","Traditional chalkboard","ကွန်ပျူတာနဲ့ချိတ်ဆက်ပြီး အသံ၊ ရုပ်ပုံ၊ ဗီဒီယိုတွေကို လက်နဲ့ထိတွေ့ အသုံးပြုနိုင်တဲ့ (Touch) သင်ပုန်းကို Interactive Whiteboard (IWB) လို့ခေါ်ပါတယ်။"
"M2","A visual diagram showing past, present, and future used to teach verb tenses is a:","Timeline","Mind map","Phonemic chart","အတိတ်၊ ပစ္စုပ္ပန်၊ အနာဂတ် အချိန်ကာလတွေကို မြင်သာအောင် မျဉ်းကြောင်းဆွဲပြပြီး Tense ကို ရှင်းပြတဲ့ပုံစံကို Timeline လို့ခေါ်ပါတယ်။"
"M2","To show that the Past Perfect happens before the Past Simple, the teacher draws a line with 'X' marks. This is a:","Timeline","Mind map","Phonemic chart","အတိတ်၊ ပစ္စုပ္ပန်၊ အနာဂတ် အချိန်ကာလတွေကို မြင်သာအောင် မျဉ်းကြောင်းဆွဲပြပြီး Tense ကို ရှင်းပြတဲ့ပုံစံကို Timeline လို့ခေါ်ပါတယ်။"
