"category","question_text","correct_option","wrong_option_1","wrong_option_2","explanation"
"M2","Consider this scenario: Why is it important to share the main aim with the learners?","To give them a clear focus and sense of purpose.","To make the lesson longer.","To test their vocabulary.","သင်ခန်းစာရဲ့ ရည်ရွယ်ချက်ကို ကျောင်းသားတွေကို ကြိုပြောပြခြင်းက သူတို့ကို ဘာလုပ်ရမယ်ဆိုတာ ရှင်းလင်းစွာ သိစေပါတယ်။"
"M2","Which statement best describes the concept? Why is it important to share the main aim with the learners?","To give them a clear focus and sense of purpose.","To make the lesson longer.","To test their vocabulary.","သင်ခန်းစာရဲ့ ရည်ရွယ်ချက်ကို ကျောင်းသားတွေကို ကြိုပြောပြခြင်းက သူတို့ကို ဘာလုပ်ရမယ်ဆိုတာ ရှင်းလင်းစွာ သိစေပါတယ်။"
"M2","'By the end of the lesson, students will be better at skimming a text for gist.' What is this?","A main aim","A timetable fit","An anticipated problem","သင်ခန်းစာအဆုံးမှာ တတ်မြောက်ရမယ့်အရာကို ရေးသားထားတာကြောင့် ဒါဟာ Main aim ဖြစ်ပါတယ်။"
"M2","Consider this scenario: 'By the end of the lesson, students will be better at skimming a text for gist.' What is this?","A main aim","A timetable fit","An anticipated problem","သင်ခန်းစာအဆုံးမှာ တတ်မြောက်ရမယ့်အရာကို ရေးသားထားတာကြောင့် ဒါဟာ Main aim ဖြစ်ပါတယ်။"
"M2","Which statement best describes the concept? 'By the end of the lesson, students will be better at skimming a text for gist.' What is this?","A main aim","A timetable fit","An anticipated problem","သင်ခန်းစာအဆုံးမှာ တတ်မြောက်ရမယ့်အရာကို ရေးသားထားတာကြောင့် ဒါဟာ Main aim ဖြစ်ပါတယ်။"
"M2","The section of a lesson plan showing what students already know about the topic is called:","Assumptions","Anticipated problems","Timetable fit","ကျောင်းသားတွေ ဒီသင်ခန်းစာမတိုင်ခင် ဘာတွေသိထားပြီးပြီလဲ ဆိုတာကို မှန်းဆတွက်ချက်ထားတာကို Assumptions လို့ခေါ်ပါတယ်။"
"M2","Before teaching a lesson, a teacher notes down the language knowledge the students should already possess. This is called:","Assumptions","Anticipated problems","Timetable fit","ကျောင်းသားတွေ ဒီသင်ခန်းစာမတိုင်ခင် ဘာတွေသိထားပြီးပြီလဲ ဆိုတာကို မှန်းဆတွက်ချက်ထားတာကို Assumptions လို့ခေါ်ပါတယ်။"
"M2","Another perspective: The section of a lesson plan showing what students already know about the topic is called:","Assumptions","Anticipated problems","Timetable fit","ကျောင်းသားတွေ ဒီသင်ခန်းစာမတိုင်ခင် ဘာတွေသိထားပြီးပြီလဲ ဆိုတာကို မှန်းဆတွက်ချက်ထားတာကို Assumptions လို့ခေါ်ပါတယ်။"
"M2","Identifying that 'learners might confuse the present perfect and past simple' belongs in which section?","Anticipated problems","Assumptions","Procedures","သင်ခန်းစာသင်နေစဉ်မှာ ကျောင်းသားတွေ အခက်အခဲဖြစ်နိုင်တဲ့၊ မှားနိုင်တဲ့အရာတွေကို ကြိုတွေးထားတာကို Anticipated problems လို့ခေါ်ပါတယ်။"
"M2","Predicting that learners might find a specific grammar rule confusing is recorded under which lesson plan heading?","Anticipated problems","Assumptions","Procedures","သင်ခန်းစာသင်နေစဉ်မှာ ကျောင်းသားတွေ အခက်အခဲဖြစ်နိုင်တဲ့၊ မှားနိုင်တဲ့အရာတွေကို ကြိုတွေးထားတာကို Anticipated problems လို့ခေါ်ပါတယ်။"
"M2","Which statement best describes the concept? Identifying that 'learners might confuse the present perfect and past simple' belongs in which section?","Anticipated problems","Assumptions","Procedures","သင်ခန်းစာသင်နေစဉ်မှာ ကျောင်းသားတွေ အခက်အခဲဖြစ်နိုင်တဲ့၊ မှားနိုင်တဲ့အရာတွေကို ကြိုတွေးထားတာကို Anticipated problems လို့ခေါ်ပါတယ်။"
"M2","If a teacher writes 'I will use a timeline to clarify the tense', this belongs in:","Solutions","Assumptions","Main aims","ကြိုတွေးထားတဲ့ အခက်အခဲ (Anticipated problem) တွေကို ဘယ်လိုဖြေရှင်းမလဲဆိုတဲ့ နည်းလမ်း (Solutions) ဖြစ်ပါတယ်။"
"M2","When a teacher prepares an extra visual aid to help if students get confused, they are planning:","Solutions","Assumptions","Main aims","ကြိုတွေးထားတဲ့ အခက်အခဲ (Anticipated problem) တွေကို ဘယ်လိုဖြေရှင်းမလဲဆိုတဲ့ နည်းလမ်း (Solutions) ဖြစ်ပါတယ်။"
"M2","Another perspective: If a teacher writes 'I will use a timeline to clarify the tense', this belongs in:","Solutions","Assumptions","Main aims","ကြိုတွေးထားတဲ့ အခက်အခဲ (Anticipated problem) တွေကို ဘယ်လိုဖြေရှင်းမလဲဆိုတဲ့ နည်းလမ်း (Solutions) ဖြစ်ပါတယ်။"
"M2","The section that explains how this lesson connects to the previous and next lessons is:","Timetable fit","Procedures","Interaction pattern","ဒီသင်ခန်းစာက အရင်သင်ခန်းစာနဲ့ ဘယ်လိုဆက်စပ်နေလဲ၊ နောက်လာမယ့်သင်ခန်းစာနဲ့ ဘယ်လိုချိတ်ဆက်မလဲ ဆိုတာကို ပြတာ Timetable fit ပါ။"
"M2","Showing how today's lesson links back to yesterday's class and prepares for tomorrow's class is called:","Timetable fit","Procedures","Interaction pattern","ဒီသင်ခန်းစာက အရင်သင်ခန်းစာနဲ့ ဘယ်လိုဆက်စပ်နေလဲ၊ နောက်လာမယ့်သင်ခန်းစာနဲ့ ဘယ်လိုချိတ်ဆက်မလဲ ဆိုတာကို ပြတာ Timetable fit ပါ။"
"M2","Ensuring the lesson connects smoothly with what was taught yesterday is checking the:","Timetable fit","Procedures","Interaction pattern","ဒီသင်ခန်းစာက အရင်သင်ခန်းစာနဲ့ ဘယ်လိုဆက်စပ်နေလဲ၊ နောက်လာမယ့်သင်ခန်းစာနဲ့ ဘယ်လိုချိတ်ဆက်မလဲ ဆိုတာကို ပြတာ Timetable fit ပါ။"
"M2","The step-by-step description of what the teacher and learners will do during the lesson is the:","Procedure","Assumptions","Personal aim","အချိန်နဲ့တကွ သင်ခန်းစာ အဆင့်ဆင့် ဘယ်လိုလုပ်ဆောင်သွားမလဲဆိုတာကို အသေးစိတ်ရေးထားတဲ့ အပိုင်းက Procedure ဖြစ်ပါတယ်။"
"M2","The specific, sequential list of actions the teacher and students will perform is the:","Procedure","Assumptions","Personal aim","အချိန်နဲ့တကွ သင်ခန်းစာ အဆင့်ဆင့် ဘယ်လိုလုပ်ဆောင်သွားမလဲဆိုတာကို အသေးစိတ်ရေးထားတဲ့ အပိုင်းက Procedure ဖြစ်ပါတယ်။"
"M2","Another perspective: The step-by-step description of what the teacher and learners will do during the lesson is the:","Procedure","Assumptions","Personal aim","အချိန်နဲ့တကွ သင်ခန်းစာ အဆင့်ဆင့် ဘယ်လိုလုပ်ဆောင်သွားမလဲဆိုတာကို အသေးစိတ်ရေးထားတဲ့ အပိုင်းက Procedure ဖြစ်ပါတယ်။"
"M2","Notes on whether students will work in pairs, groups, or individually are recorded under:","Interaction patterns","Assumptions","Timetable fit","ကျောင်းသားတွေ တစ်ယောက်တည်းလုပ်မလား၊ စုံတွဲလုပ်မလား၊ အုပ်စုလိုက်လုပ်မလား ဆိုတဲ့ ဖွဲ့စည်းပုံကို Interaction patterns လို့ခေါ်ပါတယ်။"
"M2","Noting whether an activity will be done as whole-class, pairs, or individually describes the:","Interaction patterns","Assumptions","Timetable fit","ကျောင်းသားတွေ တစ်ယောက်တည်းလုပ်မလား၊ စုံတွဲလုပ်မလား၊ အုပ်စုလိုက်လုပ်မလား ဆိုတဲ့ ဖွဲ့စည်းပုံကို Interaction patterns လို့ခေါ်ပါတယ်။"
"M2","Another perspective: Notes on whether students will work in pairs, groups, or individually are recorded under:","Interaction patterns","Assumptions","Timetable fit","ကျောင်းသားတွေ တစ်ယောက်တည်းလုပ်မလား၊ စုံတွဲလုပ်မလား၊ အုပ်စုလိုက်လုပ်မလား ဆိုတဲ့ ဖွဲ့စည်းပုံကို Interaction patterns လို့ခေါ်ပါတယ်။"
"M2","'T-S', 'S-S', and 'S-T' are abbreviations commonly used in lesson plans to indicate:","Interaction patterns","Anticipated problems","Timetable fit","T-S (Teacher to Student) နဲ့ S-S (Student to Student) တို့ဟာ အပြန်အလှန် ဆက်သွယ်မှုပုံစံ (Interaction patterns) တွေဖြစ်ပါတယ်။"
"M2","Noting whether an activity will be done as whole-class, pairs, or individually describes the:","Interaction patterns","Anticipated problems","Timetable fit","T-S (Teacher to Student) နဲ့ S-S (Student to Student) တို့ဟာ အပြန်အလှန် ဆက်သွယ်မှုပုံစံ (Interaction patterns) တွေဖြစ်ပါတယ်။"
"M2","Another perspective: 'T-S', 'S-S', and 'S-T' are abbreviations commonly used in lesson plans to indicate:","Interaction patterns","Anticipated problems","Timetable fit","T-S (Teacher to Student) နဲ့ S-S (Student to Student) တို့ဟာ အပြန်အလှန် ဆက်သွယ်မှုပုံစံ (Interaction patterns) တွေဖြစ်ပါတယ်။"
"M2","A short, energetic activity at the beginning of a lesson to wake students up and get them using English is a:","Warmer","Cooler","Controlled practice","စာသင်ချိန်အစမှာ ကျောင်းသားတွေ တက်ကြွလာအောင်နဲ့ အင်္ဂလိပ်လို စတင်တွေးတောလာအောင် လုပ်တဲ့ လှုပ်ရှားမှုတိုလေးကို Warmer လို့ခေါ်ပါတယ်။"
"M2","A quick, fun activity designed to raise energy levels at the start of the class is a:","Warmer","Cooler","Controlled practice","စာသင်ချိန်အစမှာ ကျောင်းသားတွေ တက်ကြွလာအောင်နဲ့ အင်္ဂလိပ်လို စတင်တွေးတောလာအောင် လုပ်တဲ့ လှုပ်ရှားမှုတိုလေးကို Warmer လို့ခေါ်ပါတယ်။"
"M2","To get students speaking English immediately as they walk in, a teacher uses a:","Warmer","Cooler","Controlled practice","စာသင်ချိန်အစမှာ ကျောင်းသားတွေ တက်ကြွလာအောင်နဲ့ အင်္ဂလိပ်လို စတင်တွေးတောလာအောင် လုပ်တဲ့ လှုပ်ရှားမှုတိုလေးကို Warmer လို့ခေါ်ပါတယ်။"
"M2","An activity that introduces the topic of the lesson and gets students interested is called a:","Lead-in","Warmer","Plenary","သင်ခန်းစာရဲ့ အဓိကအကြောင်းအရာ (topic) ဆီကို ကျောင်းသားတွေ စိတ်ဝင်စားလာအောင် ဆွဲခေါ်တဲ့အဆင့်ကို Lead-in လို့ခေါ်ပါတယ်။"
"M2","An introductory activity designed to generate interest in the specific theme of the lesson is a:","Lead-in","Warmer","Plenary","သင်ခန်းစာရဲ့ အဓိကအကြောင်းအရာ (topic) ဆီကို ကျောင်းသားတွေ စိတ်ဝင်စားလာအောင် ဆွဲခေါ်တဲ့အဆင့်ကို Lead-in လို့ခေါ်ပါတယ်။"
"M2","To hook the students' attention onto the day's specific topic, a teacher uses a:","Lead-in","Warmer","Plenary","သင်ခန်းစာရဲ့ အဓိကအကြောင်းအရာ (topic) ဆီကို ကျောင်းသားတွေ စိတ်ဝင်စားလာအောင် ဆွဲခေါ်တဲ့အဆင့်ကို Lead-in လို့ခေါ်ပါတယ်။"
"M2","What is the main difference between a Warmer and a Lead-in?","A lead-in focuses on the lesson's topic, a warmer just increases energy.","A warmer is always a writing task.","A lead-in is at the end of the lesson.","Warmer က တက်ကြွအောင်လုပ်ရုံသက်သက်ဖြစ်ပြီး၊ Lead-in ကတော့ ဒီနေ့သင်မယ့် အကြောင်းအရာနဲ့ တိုက်ရိုက်သက်ဆိုင်ပါတယ်။"
"M2","Consider this scenario: What is the main difference between a Warmer and a Lead-in?","A lead-in focuses on the lesson's topic, a warmer just increases energy.","A warmer is always a writing task.","A lead-in is at the end of the lesson.","Warmer က တက်ကြွအောင်လုပ်ရုံသက်သက်ဖြစ်ပြီး၊ Lead-in ကတော့ ဒီနေ့သင်မယ့် အကြောင်းအရာနဲ့ တိုက်ရိုက်သက်ဆိုင်ပါတယ်။"
"M2","Which statement best describes the concept? What is the main difference between a Warmer and a Lead-in?","A lead-in focuses on the lesson's topic, a warmer just increases energy.","A warmer is always a writing task.","A lead-in is at the end of the lesson.","Warmer က တက်ကြွအောင်လုပ်ရုံသက်သက်ဖြစ်ပြီး၊ Lead-in ကတော့ ဒီနေ့သင်မယ့် အကြောင်းအရာနဲ့ တိုက်ရိုက်သက်ဆိုင်ပါတယ်။"
"M2","The stage where the teacher introduces the new grammar or vocabulary is the:","Presentation","Practice","Production","ဘာသာစကားအသစ် (သို့) သဒ္ဒါအသစ်ကို ဆရာက စတင်မိတ်ဆက် ရှင်းပြတဲ့အဆင့်ကို Presentation လို့ခေါ်ပါတယ်။"
"M2","The stage of the lesson dedicated to explicitly clarifying the form and meaning of new language is:","Presentation","Practice","Production","ဘာသာစကားအသစ် (သို့) သဒ္ဒါအသစ်ကို ဆရာက စတင်မိတ်ဆက် ရှင်းပြတဲ့အဆင့်ကို Presentation လို့ခေါ်ပါတယ်။"
"M2","The phase where the teacher does the most talking to explain the new target language is the:","Presentation","Practice","Production","ဘာသာစကားအသစ် (သို့) သဒ္ဒါအသစ်ကို ဆရာက စတင်မိတ်ဆက် ရှင်းပြတဲ့အဆင့်ကို Presentation လို့ခေါ်ပါတယ်။"
"M2","In a Reading lesson, giving students a reason to read (like a specific question to answer) creates a:","Purpose for reading","Grammar focus","Personal aim","စာဖတ်တဲ့အခါ ရည်ရွယ်ချက် (Purpose) ရှိမှသာ ကျောင်းသားတွေက စာပိုဒ်ကို ပိုမိုအာရုံစိုက် ဖတ်ရှုနိုင်မှာ ဖြစ်ပါတယ်။"
"M2","Consider this scenario: In a Reading lesson, giving students a reason to read (like a specific question to answer) creates a:","Purpose for reading","Grammar focus","Personal aim","စာဖတ်တဲ့အခါ ရည်ရွယ်ချက် (Purpose) ရှိမှသာ ကျောင်းသားတွေက စာပိုဒ်ကို ပိုမိုအာရုံစိုက် ဖတ်ရှုနိုင်မှာ ဖြစ်ပါတယ်။"
"M2","Another perspective: In a Reading lesson, giving students a reason to read (like a specific question to answer) creates a:","Purpose for reading","Grammar focus","Personal aim","စာဖတ်တဲ့အခါ ရည်ရွယ်ချက် (Purpose) ရှိမှသာ ကျောင်းသားတွေက စာပိုဒ်ကို ပိုမိုအာရုံစိုက် ဖတ်ရှုနိုင်မှာ ဖြစ်ပါတယ်။"
"M2","When the teacher asks students to do a gap-fill exercise to focus on accuracy, this is:","Controlled practice","Freer practice","Warmer","အမှားကင်းဖို့ သတ်မှတ်ထားတဲ့အတိုင်း တိတိကျကျ လေ့ကျင့်ရတဲ့အဆင့် (ဥပမာ - ကွက်လပ်ဖြည့်) ကို Controlled practice လို့ခေါ်ပါတယ်။"
"M2","An activity like a fill-in-the-blanks worksheet that restricts language to ensure accuracy is:","Controlled practice","Freer practice","Warmer","အမှားကင်းဖို့ သတ်မှတ်ထားတဲ့အတိုင်း တိတိကျကျ လေ့ကျင့်ရတဲ့အဆင့် (ဥပမာ - ကွက်လပ်ဖြည့်) ကို Controlled practice လို့ခေါ်ပါတယ်။"
"M2","Another perspective: When the teacher asks students to do a gap-fill exercise to focus on accuracy, this is:","Controlled practice","Freer practice","Warmer","အမှားကင်းဖို့ သတ်မှတ်ထားတဲ့အတိုင်း တိတိကျကျ လေ့ကျင့်ရတဲ့အဆင့် (ဥပမာ - ကွက်လပ်ဖြည့်) ကို Controlled practice လို့ခေါ်ပါတယ်။"
"M2","When students use the new language in a role-play and express their own ideas, this is:","Freer practice / Production","Controlled practice","Presentation","ကျောင်းသားတွေ ကိုယ်ပိုင်အကြံဉာဏ်နဲ့ သင်ထားတဲ့ဘာသာစကားကို လွတ်လွတ်လပ်လပ် သုံးစွဲရတဲ့အဆင့်ကို Freer practice/Production လို့ခေါ်ပါတယ်။"
"M2","An activity where students focus on fluency and express their own thoughts using the target language is:","Freer practice / Production","Controlled practice","Presentation","ကျောင်းသားတွေ ကိုယ်ပိုင်အကြံဉာဏ်နဲ့ သင်ထားတဲ့ဘာသာစကားကို လွတ်လွတ်လပ်လပ် သုံးစွဲရတဲ့အဆင့်ကို Freer practice/Production လို့ခေါ်ပါတယ်။"
"M2","The phase where students do the most talking to personalize the language is the:","Freer practice / Production","Controlled practice","Presentation","ကျောင်းသားတွေ ကိုယ်ပိုင်အကြံဉာဏ်နဲ့ သင်ထားတဲ့ဘာသာစကားကို လွတ်လွတ်လပ်လပ် သုံးစွဲရတဲ့အဆင့်ကို Freer practice/Production လို့ခေါ်ပါတယ်။"
"M2","A short activity at the very end of the lesson to round it off smoothly is a:","Cooler / Plenary","Lead-in","Warmer","သင်ခန်းစာအဆုံးမှာ သင်ခဲ့တာတွေကို အနှစ်ချုပ်ဖို့ သို့မဟုတ် ပေါ့ပေါ့ပါးပါး အဆုံးသတ်ဖို့ သုံးတဲ့အဆင့်ကို Cooler သို့မဟုတ် Plenary လို့ခေါ်ပါတယ်။"
"M2","A wrap-up activity at the very end of the class to summarize learning is the:","Cooler / Plenary","Lead-in","Warmer","သင်ခန်းစာအဆုံးမှာ သင်ခဲ့တာတွေကို အနှစ်ချုပ်ဖို့ သို့မဟုတ် ပေါ့ပေါ့ပါးပါး အဆုံးသတ်ဖို့ သုံးတဲ့အဆင့်ကို Cooler သို့မဟုတ် Plenary လို့ခေါ်ပါတယ်။"
"M2","Another perspective: A short activity at the very end of the lesson to round it off smoothly is a:","Cooler / Plenary","Lead-in","Warmer","သင်ခန်းစာအဆုံးမှာ သင်ခဲ့တာတွေကို အနှစ်ချုပ်ဖို့ သို့မဟုတ် ပေါ့ပေါ့ပါးပါး အဆုံးသတ်ဖို့ သုံးတဲ့အဆင့်ကို Cooler သို့မဟုတ် Plenary လို့ခေါ်ပါတယ်။"
"M2","Why is staging important in a lesson plan?","It ensures a logical flow and helps learners process information step-by-step.","It makes the teacher's job harder.","It prevents students from speaking L1.","သင်ခန်းစာ အဆင့်ဆင့် (Staging) သေချာစီစဉ်ထားမှသာ ကျောင်းသားတွေက အကြောင်းအရာကို အဆင့်လိုက် နားလည်နိုင်မှာ ဖြစ်ပါတယ်။"
"M2","Consider this scenario: Why is staging important in a lesson plan?","It ensures a logical flow and helps learners process information step-by-step.","It makes the teacher's job harder.","It prevents students from speaking L1.","သင်ခန်းစာ အဆင့်ဆင့် (Staging) သေချာစီစဉ်ထားမှသာ ကျောင်းသားတွေက အကြောင်းအရာကို အဆင့်လိုက် နားလည်နိုင်မှာ ဖြစ်ပါတယ်။"
"M2","Which statement best describes the concept? Why is staging important in a lesson plan?","It ensures a logical flow and helps learners process information step-by-step.","It makes the teacher's job harder.","It prevents students from speaking L1.","သင်ခန်းစာ အဆင့်ဆင့် (Staging) သေချာစီစဉ်ထားမှသာ ကျောင်းသားတွေက အကြောင်းအရာကို အဆင့်လိုက် နားလည်နိုင်မှာ ဖြစ်ပါတယ်။"
"M2","A lesson structured as Presentation -> Practice -> Production (PPP) focuses on:","Introducing new language before using it.","Using language before introducing it.","Only playing games.","PPP စနစ်မှာ ဘာသာစကားအသစ်ကို အရင်မိတ်ဆက် (Presentation) ပြီးမှ လေ့ကျင့် (Practice) ကာ လက်တွေ့သုံး (Production) စေပါတယ်။"
"M2","Which lesson structure introduces language first, strictly practices it, and then allows free use?","Introducing new language before using it.","Using language before introducing it.","Only playing games.","PPP စနစ်မှာ ဘာသာစကားအသစ်ကို အရင်မိတ်ဆက် (Presentation) ပြီးမှ လေ့ကျင့် (Practice) ကာ လက်တွေ့သုံး (Production) စေပါတယ်။"
"M2","Another perspective: A lesson structured as Presentation -> Practice -> Production (PPP) focuses on:","Introducing new language before using it.","Using language before introducing it.","Only playing games.","PPP စနစ်မှာ ဘာသာစကားအသစ်ကို အရင်မိတ်ဆက် (Presentation) ပြီးမှ လေ့ကျင့် (Practice) ကာ လက်တွေ့သုံး (Production) စေပါတယ်။"
"M2","In a Task-Based Learning (TBL) framework, when does the main language focus usually happen?","After the task.","Before the task.","During the warmer.","TBL စနစ်မှာ ကျောင်းသားတွေကို လက်တွေ့လုပ်ငန်း (Task) အရင်လုပ်ခိုင်းပြီး လိုအပ်တဲ့ ဘာသာစကားကို နောက်မှ သင်ပေးပါတယ်။"
"M2","Which framework asks students to complete a communicative challenge before any language is explicitly taught?","After the task.","Before the task.","During the warmer.","TBL စနစ်မှာ ကျောင်းသားတွေကို လက်တွေ့လုပ်ငန်း (Task) အရင်လုပ်ခိုင်းပြီး လိုအပ်တဲ့ ဘာသာစကားကို နောက်မှ သင်ပေးပါတယ်။"
"M2","Which statement best describes the concept? In a Task-Based Learning (TBL) framework, when does the main language focus usually happen?","After the task.","Before the task.","During the warmer.","TBL စနစ်မှာ ကျောင်းသားတွေကို လက်တွေ့လုပ်ငန်း (Task) အရင်လုပ်ခိုင်းပြီး လိုအပ်တဲ့ ဘာသာစကားကို နောက်မှ သင်ပေးပါတယ်။"
"M2","A lesson that follows a 'Test-Teach-Test' (TTT) framework is highly useful for:","Seeing what students already know before teaching the rule.","Absolute beginners.","Teaching a new reading skill.","ကျောင်းသားတွေ ဘာသိထားပြီးပြီလဲဆိုတာ အရင်စမ်းသပ် (Test) ပြီး လိုအပ်တာကိုမှ သင်ပေး (Teach) တဲ့စနစ်ဖြစ်ပါတယ်။"
"M2","Which approach begins with a diagnostic task, follows with language instruction, and ends with another task?","Seeing what students already know before teaching the rule.","Absolute beginners.","Teaching a new reading skill.","ကျောင်းသားတွေ ဘာသိထားပြီးပြီလဲဆိုတာ အရင်စမ်းသပ် (Test) ပြီး လိုအပ်တာကိုမှ သင်ပေး (Teach) တဲ့စနစ်ဖြစ်ပါတယ်။"
"M2","Another perspective: A lesson that follows a 'Test-Teach-Test' (TTT) framework is highly useful for:","Seeing what students already know before teaching the rule.","Absolute beginners.","Teaching a new reading skill.","ကျောင်းသားတွေ ဘာသိထားပြီးပြီလဲဆိုတာ အရင်စမ်းသပ် (Test) ပြီး လိုအပ်တာကိုမှ သင်ပေး (Teach) တဲ့စနစ်ဖြစ်ပါတယ်။"
"M2","If a reading lesson goes: Lead-in -> Skimming task -> Scanning task -> Follow-up speaking, it focuses on:","Receptive skills","Productive skills","Phonology","Skimming နဲ့ Scanning ဟာ စာဖတ်ခြင်း (Reading) နဲ့ နားထောင်ခြင်း (Listening) ဆိုတဲ့ Receptive skills တွေမှာ အဓိကသုံးပါတယ်။"
"M2","Consider this scenario: If a reading lesson goes: Lead-in -> Skimming task -> Scanning task -> Follow-up speaking, it focuses on:","Receptive skills","Productive skills","Phonology","Skimming နဲ့ Scanning ဟာ စာဖတ်ခြင်း (Reading) နဲ့ နားထောင်ခြင်း (Listening) ဆိုတဲ့ Receptive skills တွေမှာ အဓိကသုံးပါတယ်။"
"M2","Another perspective: If a reading lesson goes: Lead-in -> Skimming task -> Scanning task -> Follow-up speaking, it focuses on:","Receptive skills","Productive skills","Phonology","Skimming နဲ့ Scanning ဟာ စာဖတ်ခြင်း (Reading) နဲ့ နားထောင်ခြင်း (Listening) ဆိုတဲ့ Receptive skills တွေမှာ အဓိကသုံးပါတယ်။"
"M2","A lesson focusing on brainstorming, drafting, and editing is aimed at improving:","Writing skills (Productive)","Reading skills (Receptive)","Grammar accuracy","Brainstorming ကနေ Editing အထိ အဆင့်ဆင့်လုပ်ဆောင်တာဟာ စာရေးခြင်း (Writing - Productive skill) ရဲ့ လုပ်ငန်းစဉ်တွေဖြစ်ပါတယ်။"
"M2","Consider this scenario: A lesson focusing on brainstorming, drafting, and editing is aimed at improving:","Writing skills (Productive)","Reading skills (Receptive)","Grammar accuracy","Brainstorming ကနေ Editing အထိ အဆင့်ဆင့်လုပ်ဆောင်တာဟာ စာရေးခြင်း (Writing - Productive skill) ရဲ့ လုပ်ငန်းစဉ်တွေဖြစ်ပါတယ်။"
"M2","Another perspective: A lesson focusing on brainstorming, drafting, and editing is aimed at improving:","Writing skills (Productive)","Reading skills (Receptive)","Grammar accuracy","Brainstorming ကနေ Editing အထိ အဆင့်ဆင့်လုပ်ဆောင်တာဟာ စာရေးခြင်း (Writing - Productive skill) ရဲ့ လုပ်ငန်းစဉ်တွေဖြစ်ပါတယ်။"
