"category","question_text","correct_option","wrong_option_1","wrong_option_2","explanation"
"M3","What is the main purpose of individual drilling?","To check if individual learners have mastered the correct pronunciation.","To increase Teacher Talking Time.","To organize seating.","Individual drilling ရဲ့ အဓိက ရည်ရွယ်ချက်က ကျောင်းသား တစ်ယောက်ချင်းစီရဲ့ အသံထွက် စတိကျမှုကို အကဲဖြတ် ပြင်ဆင်ပေးဖို့ ဖြစ်ပါတယ်။"
"M3","When conducting individual drilling, the teacher should:","Nominate students in a random order to maintain attention.","Always go down the rows alphabetically.","Only ask the highest-level student.","Individual drill လုပ်တဲ့အခါ အတန်းရဲ့ အာရုံစိုက်မှုကို ထိန်းသိမ်းဖို့ ကျောင်းသားတွေကို အစီအစဉ်မရှိ စုတ်ယူ မေးမြန်းသင့်ပါတယ်။"
"M3","Teacher: 'I like coffee.' Student: 'I like coffee.' Teacher: 'Tea.' Student: 'I like tea.' This technique is:","Substitution drill","Transformation drill","Choral drill","ဆရာက ဝေါဟာရ စကားလုံး အသစ် အစားထိုးပေးပြီး ဝါကျတည်ဆောက်ပုံကို လေ့ကျင့်ပေးတဲ့ နည်းလမ်းကို Substitution drill လို့ ခေါ်ပါတယ်။"
"M3","Substitution drills help learners focus on:","Replacing a specific word slot while keeping sentence structure correct.","Translating sentences to L1.","Writing essay outlines.","Substitution drill ဟာ ဝါကျ ပုံစံတည်ဆောက်ပုံ (Structure) ကို မပြောင်းဘဲ စကားလုံး အစားထိုး သုံးစွဲနိုင်စွမ်းကို လေ့ကျင့်ပေးတာ ဖြစ်ပါတယ်။"
"M3","If a teacher uses picture cards instead of spoken cue words to guide a substitution drill, they are using:","Visual cues","Audio prompts","Concept checking questions","စကားလုံး အစား ရုပ်ပုံကတ်များကို သုံးပြီး အစားထိုး ရွတ်ဆိုခိုင်းခြင်းကို Visual cues သုံးပြီး Drill လုပ်ခြင်း လို့ ခေါ်ပါတယ်။"
"M3","Teacher: 'I go to the market.' Student: 'I went to the market.' This type of drill is called a:","Transformation drill","Substitution drill","Expansion drill","ဝါကျတစ်ခု၏ သဒ္ဒါပုံစံ (ဥပမာ - Present မှ Past) သို့ ပြောင်းလဲ ရွတ်ဆိုခိုင်းခြင်းကို Transformation drill လို့ ခေါ်ပါတယ်။"
"M3","Transformation drills are most useful for practicing:","Grammatical form changes (e.g., active to passive, positive to negative).","Spelling rules.","Listening for main idea.","Transformation drill ကို သဒ္ဒါ ပြောင်းလဲပုံများ (ဥပမာ - အငြင်းဝါကျ၊ မေးခွန်းဝါကျ ပြောင်းခြင်း) ကို အလိုအလျောက် ရရှိစေရန် အသုံးပြုပါတယ်။"
"M3","Teacher: 'She plays tennis.' (Question?) Student: 'Does she play tennis?' This is an example of:","Transformation drill","Substitution drill","Eliciting meaning","ကျောင်းသားများ ဝါကျအမျိုးအစားတစ်ခုမှ အခြားတစ်ခုသို့ လျင်မြန်စွာ ပြောင်းလဲနိုင်စွမ်း ရှိမရှိ စစ်ဆေးလေ့ကျင့်ပေးခြင်း ဖြစ်ပါတယ်။"
"M3","When the teacher joins a small group discussion as an equal member rather than an authority figure, their role is:","Participant","Assessor","Manager","ဆရာက အတန်းကို အုပ်ချုပ်သူ မဟုတ်ဘဲ ကျောင်းသားများနှင့်အတူ ဆွေးနွေးပွဲတွင် အတူတူ ပါဝင်ဆွေးနွေးသူအဖြစ် လုပ်ဆောင်တာကို Participant လို့ ခေါ်ပါတယ်။"
"M3","An advantage of the teacher taking the role of 'Participant' is:","It can enliven the activity and model good participation.","It allows the teacher to grade test papers.","It stops students from speaking.","Participant အဖြစ် ပါဝင်ခြင်းဖြင့် ဆွေးနွေးပွဲကို ပိုမို တက်ကြွစေပြီး ဘာသာစကား သဘာဝကျကျ သုံးစွဲပုံကို စံနမူနာ ပြသနိုင်ပါတယ်။"
"M3","What is a risk when a teacher acts as a 'Participant' in group work?","The teacher might dominate the conversation if they speak too much.","The students will feel neglected.","The lesson plan will be destroyed.","Participant အဖြစ် ပါဝင်ရာတွင် ဆရာက စကား အလွန်အကျွံ ပြောဆိုပါက ကျောင်းသားများ၏ ပြောဆိုခွင့်ကို လွှမ်းမိုးသွားနိုင်သည်ကို သတိပြုရပါမည်။"
"M3","When a teacher offers personalized advice and guidance to individual students working on project work, they act as a:","Tutor / Counselor","Manager","Controller","ကျောင်းသားတစ်ယောက်ချင်းစီ၏ လိုအပ်ချက် သို့မဟုတ် ပရောဂျက်များအတွက် သီးသန့် အကြံဉာဏ် ပေးဆောင်ရာတွင် ဆရာသည် Tutor / Counselor အခန်းကဏ္ဍတွင် ရှိပါတယ်။"
"M3","The role of a 'Tutor' is best suited for:","Self-directed tasks, essay writing, or long-term projects.","Choral drilling sessions.","Whole class instructions.","ကျောင်းသားများ ကိုယ်ပိုင် ရေးသားမှု သို့မဟုတ် ရေရှည် ပရောဂျက်များ လုပ်ဆောင်ချိန်တွင် Tutor အဖြစ် နီးကပ်စွာ ကူညီပေးခြင်းက အထိရောက်ဆုံး ဖြစ်ပါတယ်။"
"M3","A teacher acting as a Tutor should focus on:","Encouraging and clearing individual doubts gently.","Giving immediate harsh grades.","Reading lecture slides.","Tutor တစ်ယောက်အနေဖြင့် ကျောင်းသားတစ်ဦးချင်း၏ သံသယများနှင့် ခက်ခဲမှုများကို နွေးထွေးစွာ ရှင်းလင်းကူညီပေးရပါမည်။"
"M3","When a teacher analyzes student errors during a lesson to decide what needs to be re-taught next week, they act as a:","Diagnostic agent","Manager","Resource","ကျောင်းသားများ၏ အမှားများကို လေ့လာဆန်းစစ်ပြီး မည်သည့် သင်ခန်းစာ ပြန်သင်ရန် လိုအပ်သည်ကို ဆုံးဖြတ်ခြင်းသည် Diagnostic agent ၏ တာဝန်ဖြစ်ပါတယ်။"
"M3","Acting as a Diagnostic agent primarily benefits the teacher's:","Future lesson planning.","Classroom discipline.","Board handwriting.","Diagnostic agent အဖြစ် လုပ်ဆောင်ခြင်းသည် နောင်လာမည့် သင်ခန်းစာများကို ကျောင်းသားများ၏ လိုအပ်ချက်နှင့်အညီ ထိရောက်စွာ ပြင်ဆင်နိုင်စေပါတယ်။"
"M3","A teacher gives a short quiz on Monday to check prior knowledge before starting a new unit. This shows the role of:","Diagnostic agent","Participant","Controller","သင်ခန်းစာ မစမီ ကျောင်းသားများ မည်မျှ သိရှိထားပြီးသည်ကို ကြိုတင် စစ်ဆေးခြင်းသည် Diagnostic သဘောတရား ဖြစ်ပါတယ်။"
"M3","When marking a student's essay, writing comments like 'Great structure, try to use more connective words' is an example of:","Qualitative / Constructive written feedback","Summative grading","Peer evaluation","ကျောင်းသား၏ ရေးသားမှုပေါ်တွင် အပြုသဘောဆောင်သော တိုးတက်စေရန် အကြံပြုချက် ရေးသားပေးခြင်းသည် Qualitative written feedback ဖြစ်ပါတယ်။"
"M3","Why is it important to balance error correction with positive comments in written work?","To maintain learner motivation and confidence.","To fill up the paper.","To confuse the student.","စာရေးသားမှု စစ်ဆေးရာတွင် အမှားများကိုသာ မကဘဲ ကောင်းမွန်သော အချက်များကိုပါ ချီးကျူးပေးခြင်းက ကျောင်းသား၏ သင်ယူလိုစိတ်ကို ထိန်းသိမ်းပေးပါတယ်။"
"M3","Writing 'Unclear idea' on a margin rather than fixing the sentence directly encourages the student to:","Self-edit and re-draft their sentence.","Throw the paper away.","Ignore the comment.","အဖြေမှန် တိုက်ရိုက် မရေးပေးဘဲ မှတ်ချက်ပေးခြင်းသည် ကျောင်းသားအား ကိုယ်တိုင် ပြန်လည် စဉ်းစား ရေးသားနိုင်စွမ်းကို မြှင့်တင်ပေးပါတယ်။"
"M3","Having students read each other's drafts and provide constructive comments is known as:","Peer feedback / Peer editing","Teacher assessment","Summative testing","ကျောင်းသားများ အချင်းချင်း ရေးသားထားသည်များကို ဖတ်ရှုပြီး အကြံပြုချက် ပေးခိုင်းခြင်းကို Peer feedback လို့ ခေါ်ပါတယ်။"
"M3","What is an essential prerequisite before conducting peer feedback in class?","Providing clear criteria or a checklist for students to follow.","Giving no instructions at all.","Collecting all pens.","Peer feedback မလုပ်မီ မည်သည့်အချက်များကို စစ်ဆေးရမည်ဆိုသည့် ရှင်းလင်းသော Criteria / Checklist ပေးထားရန် လိုအပ်ပါတယ်။"
"M3","Peer feedback helps learners to develop:","Critical reading skills and awareness of target audience.","Higher test anxiety.","Total dependency on the teacher.","Peer feedback လုပ်ဆောင်ခြင်းဖြင့် ကျောင်းသားများသည် စာဖတ်သူ၏ ရှုထောင့်မှ ဝိဖန်ဆန်းစစ်နိုင်စွမ်း မြင့်မားလာပါတယ်။"
"M3","Asking learners to fill out a checklist 'I can now talk about my daily routine (Yes / Need practice)' promotes:","Self-assessment","Peer correction","Diagnostic testing","ကျောင်းသားများ မိမိ၏ တတ်မြောက်မှုကို မိမိကိုယ်တိုင် ပြန်လည် ဆန်းစစ်စေခြင်းကို Self-assessment လို့ ခေါ်ပါတယ်။"
"M3","Self-assessment directly fosters which important learner quality?","Learner autonomy and self-awareness","Complete reliance on exams","Memorization speed","Self-assessment သည် ကျောင်းသားများ၏ ကိုယ်ပိုင် သင်ယူစွမ်းရည် (Learner autonomy) နှင့် လိုအပ်ချက်ကို မိမိသိရှိမှုကို ပိုမို အားကောင်းစေပါတယ်။"
"M3","A reflective learning journal kept by a student at the end of every week is a form of:","Self-assessment","Summative assessment","Echoing","အပတ်စဉ် မိမိ လေ့လာခဲ့သည်များကို ပြန်လည် သုံးသပ် ရေးသားသော Journal များသည် Self-assessment ၏ ကောင်းမွန်သော ဥပမာဖြစ်ပါတယ်။"
"M3","Establishing clear routines for entering the room, handing in homework, and group formation helps to:","Improve classroom management and save time.","Increase teacher talking time.","Cause student stress.","အတန်းတွင်း ပုံမှန် အလေ့အထ (Routines) များကို စနစ်တကျ သတ်မှတ်ထားခြင်းက အချိန်ကုန် သက်သာစေပြီး အတန်းကို ချောမွေ့ စေပါတယ်။"
"M3","Classroom rules are most effective when they are:","Agreed upon co-operatively with the students at the start of the course.","Imposed harsh punishment rules.","Kept secret by the teacher.","အတန်းစည်းကမ်းများကို သင်တန်းစချိန်တွင် ကျောင်းသားများနှင့် အတူတကွ သဘောတူ သတ်မှတ်ခြင်းက ပိုမို လိုက်နာမှု ရှိစေပါတယ်။"
"M3","A signal such as clapping hands twice to gain class attention is an example of a:","Classroom routine / Management signal","Concept check","Substitution drill","အတန်း ငြိမ်သက်သွားစေရန် လက်ခုပ် နှစ်ချက် တီးခြင်းကဲ့သို့သော အချက်ပြမှုများသည် ထိရောက်သော Classroom management technique ဖြစ်ပါတယ်။"
"M3","When monitoring during a grammar gap-fill task, the teacher's primary focus should be on:","Accuracy (checking right/wrong answers).","Fluency and storytelling.","Pronunciation speed.","သဒ္ဒါ လေ့ကျင့်ခန်းများ လုပ်ဆောင်ချိန်တွင် စောင့်ကြည့်ရာ၌ တိကျမှန်ကန်မှု (Accuracy) ကို အဓိက အာရုံစိုက် စစ်ဆေးရပါမည်။"
"M3","When monitoring during a free role-play activity, the teacher should:","Discreetly take notes on errors without interrupting the speakers.","Stop students after every sentence.","Sit facing away from the class.","စကားပြော လေ့ကျင့်ချိန်၌ မနှောင့်ယှက်ဘဲ အမှားများကို တိတ်တဆိတ် မှတ်သားကာ အတန်းအပြီးမှ ပြန်လည် ရှင်းပြသင့်ပါတယ်။"
"M3","An active monitor who stands directly over a pair of speaking students might cause:","Intimidation and loss of natural communication flow.","Faster speaking speeds.","Better handwriting.","ကျောင်းသားများ စကားပြောနေစဉ် အနီးကပ် လွန်ကွာစွာ ရပ်ကြည့်နေပါက စိတ်ဖိစီးမှု ဖြစ်ပေါ်ပြီး သဘာဝကျကျ မပြောရဲတော့ဘ ဖြစ်နိုင်ပါတယ်။"
"M3","Which strategy is most practical for managing a class with 50+ language learners?","Group work, pair work, and group leader responsibilities.","Only doing individual oral testing.","Ignoring half the class.","ကျောင်းသား အရေအတွက် များပြားသော အတန်းများတွင် အုပ်စုလိုက်/အဖွဲ့လိုက် လှုပ်ရှားမှုများနှင့် ခေါင်းဆောင်များ ခန့်အပ်ခြင်းက အထိရောက်ဆုံး ဖြစ်ပါတယ်။"
"M3","In a very large class, checking answers by writing an answer key on the board or projector helps to:","Save time and allow self-checking.","Increase teacher talking time.","Stop students from checking work.","ကျောင်းသားများသော အတန်းများ၌ အဖြေများကို သင်ပုန်း သို့မဟုတ် ပရိုဂျက်တာတွင် ဖော်ပြခြင်းက အချိန်ကုန်သက်သာစေပြီး မိမိကိုယ်တိုင် အဖြေတိုက်စေနိုင်ပါတယ်။"
"M3","To maintain classroom control in a large classroom, instructions should be:","Short, clear, and accompanied by visual demonstrations.","Long and complicated.","Given while students are shouting.","လူဦးရေ များသော အတန်းများတွင် ညွှန်ကြားချက်များကို တိုတိုတိုတိုနှင့် လက်တွေ့ လုပ်ပြခြင်းဖြင့် သာ ပိုမို နားလည်လွယ်စေပါတယ်။"
"M3","Dividing a whiteboard into sections (e.g., Target Language, Vocabulary, Administrative/Homework) represents:","Good board organization / management.","A waste of space.","Traditional lecturing.","သင်ပုန်းကို အပိုင်းများ ခွဲခြား သုံးစွဲခြင်းက ကျောင်းသားများ သင်ခန်းစာ အချက်အလက်များကို ရှင်းလင်းစွာ စာကူးနိုင်စေပါတယ်။"
"M3","When writing target vocabulary on the board, adding stress marks and part of speech (e.g., n, v) provides:","Complete language input for learners.","Unnecessary confusion.","Over-correction.","ဝေါဟာရ ရေးသားရာတွင် အသံဖိအား (Stress) နှင့် စကားလုံး အမျိုးအစား (Part of speech) ထည့်သွင်းပေးခြင်းက ပြည့်စုံသော သင်ယူမှုကို ပံ့ပိုးပေးပါတယ်။"
"M3","Why should a teacher avoid talking to the board while writing?","It blocks projection and lowers teacher-student eye contact.","It makes the writing invisible.","It breaks the markers.","သင်ပုန်းပေါ် ရေးသားနေစဉ် သင်ပုန်းကို မျက်နှာမူပြီး စကားပြောပါက ကျောင်းသားများနှင့် အကြည့်ချင်း ဆုံနိုင်မှု (Eye contact) လျော့နည်းသွားပါတယ်။"
"M3","Using a real English newspaper menu or flight schedule in class is using:","Authentic materials","Graded materials","Textbook grammar tables","လက်တွေ့ပြင်ပလောကတွင် အသုံးပြုသော သတင်းစာ၊ မီနူး စသည်တို့ကို သင်ထောက်ကူအဖြစ် သုံးခြင်းကို Authentic materials လို့ ခေါ်ပါတယ်။"
"M3","What is the main benefit of authentic materials?","They expose learners to real-world language and context.","They are always easy to understand.","They contain no difficult words.","Authentic materials သုံးခြင်းဖြင့် ကျောင်းသားများသည် လက်တွေ့ ပြင်ပလောကတွင် သုံးစွဲသော သဘာဝကျ ဘာသာစကားကို လေ့လာခွင့်ရရှိပါတယ်။"
"M3","When using authentic listening materials with lower levels, the teacher should task-grade by:","Designing simple, achievable tasks rather than expecting 100% understanding.","Translating every word first.","Playing the audio ten times.","ခက်ခဲသော Authentic Listening များအတွက် အဆင့်နိမ့် ကျောင်းသားများအား လွယ်ကူသော မေးခွန်းများသာ မေးမြန်း၍ Task-grade လုပ်ဆောင်ရပါမည်။"
"M3","An activity where Student A has a map with missing places and Student B has the full map is an example of an:","Information gap activity","Choral drill","Individual comprehension task","ကျောင်းသား နှစ်ယောက်တွင် မတူညီသော သတင်းအချက်အလက်များ ရှိပြီး အချင်းချင်း မေးမြန်း ရယူရသော လေ့ကျင့်ခန်းကို Information gap activity လို့ ခေါ်ပါတယ်။"
"M3","Information gap activities encourage genuine communication because learners have a real:","Reason to communicate and ask questions.","Test grade at stake.","Spelling challenge.","Information gap လေ့ကျင့်ခန်းများသည် အမှန်တကယ် သတင်းအချက်အလက် သိရှိလိုသော ဆက်သွယ်ပြောဆိုလိုစိတ် (Reason to communicate) ကို ဖန်တီးပေးပါတယ်။"
"M3","Which of the following tasks is an Information Gap activity?","Jigsaw reading / spot the difference","Copying a text from the board","Repeating sentences after the teacher","ပုံစံနှစ်ခုကြား ကွာခြားချက် ရှာဖွေခြင်း (Spot the difference) သည် ထိရောက်သော Information Gap Activity တစ်ခု ဖြစ်ပါတယ်။"
"M3","An activity where students pretend to be a customer and a waiter ordering food in a restaurant is a:","Role-play","Substitution drill","Diagnostic test","ကျောင်းသားများအား ဇာတ်ရုပ်တစ်ခုခု ရယူကာ လက်တွေ့ အခြေအနေ ပုံစံတူ သရုပ်ဆောင် ခိုင်းခြင်းကို Role-play လို့ ခေါ်ပါတယ်။"
"M3","Role-plays are particularly effective for practicing:","Functional language and situational fluency.","Spelling rules.","Writing formal academic papers.","Role-play များကို နေ့စဉ် လိုအပ်သော လုပ်ဆောင်ချက်ဆိုင်ရာ ဘာသာစကား (Functional language) များ လေ့ကျင့်ရန် သုံးစွဲပါတယ်။"
"M3","To set up a successful role-play, the teacher must provide clear:","Role cards and clear context background.","Grammar worksheets.","Correction codes.","Role-play အောင်မြင်စွာ စတင်နိုင်ရန် ကျောင်းသားများအား တိကျသော Role cards များနှင် အခြေအနေ အကြောင်းအရာများ ပေးထားရပါမည်။"
"M3","In a reading task, Group A reads Paragraph 1, Group B reads Paragraph 2, then they meet to exchange information. This is a:","Jigsaw reading task","Choral reading","Transformation drill","စာဖတ်ရာတွင် အပိုင်းများ ခွဲခြားဖတ်ပြီး အချင်းချင်း ပြန်လည် မျှဝေဆွေးနွေးစေသော နည်းလမ်းကို Jigsaw reading လို့ ခေါ်ပါတယ်။"
"M3","The primary advantage of a Jigsaw task is that:","Every student is required to contribute and listen to their peers.","The teacher reads the text aloud.","It avoids group discussion.","Jigsaw နည်းလမ်းသည် ကျောင်းသားတိုင်း အဖွဲ့အတွင်း မရှိမဖြစ် ပါဝင်ဆွေးနွေးရပြီး အပြန်အလှန် နားထောင်ရန် တာဝန်ရှိစေပါတယ်။"
"M3","Jigsaw tasks naturally combine which language skills?","Reading/Listening with Speaking/Note-taking","Only silent writing","Pure pronunciation drilling","Jigsaw လေ့ကျင့်ခန်းများသည် စာဖတ်ခြင်း/နားထောင်ခြင်းကို အချင်းချင်း ပြန်လည် ပြောဆိုခြင်း/မှတ်စုထုတ်ခြင်းတို့ဖြင့် ပေါင်းစပ်ပေးပါတယ်။"
"M3","A short 3-5 minute activity at the very beginning of a lesson to get students thinking in English is a:","Warmer / Icebreaker","Cooler","Summative assessment","သင်ခန်းစာ အစတွင် ကျောင်းသားများ အင်္ဂလိပ်စာတွေးခေါ်မှု စတင်လာစေရန် ပြုလုပ်သော လေ့ကျင့်ခန်းတိုကို Warmer လို့ ခေါ်ပါတယ်။"
"M3","Which of the following is a main purpose of a warmer?","To raise energy levels and focus attention on English.","To give final examination grades.","To mark attendance lists.","Warmer ပြုလုပ်ခြင်း၏ အဓိက ရည်ရွယ်ချက်မှာ ကျောင်းသားများ၏ တက်ကြွမှုကို မြှင့်တင်ပေးပြီး အင်္ဂလိပ်စာ အာရုံစိုက်လာစေရန် ဖြစ်ပါတယ်။"
"M3","A quick game of 'Two Truths and One Lie' on the first day of class serves as an effective:","Icebreaker to build initial rapport","Grammar diagnostic exam","Pronunciation drill","'Two Truths and One Lie' ကဲ့သို့သော ကစားနည်းများသည် အတန်းစစချင်း ရင်းနှီးမှု (Rapport) ရရှိစေရန် အကောင်းဆုံး Icebreaker ဖြစ်ပါတယ်။"
"M3","A calm 3-minute activity at the end of an energetic lesson to settle students before leaving is a:","Cooler","Warmer","Jigsaw reading","တက်ကြွလှုပ်ရှားခဲ့သော အတန်းအပြီးတွင် စိတ်အေးချမ်းစွာ သင်ခန်းစာ ပိတ်သိမ်းနိုင်ရန် ပြုလုပ်ပေးသည်ကို Cooler လို့ ခေါ်ပါတယ်။"
"M3","A short 2-minute activity used when a main task finishes earlier than expected is a:","Filler","Placement test","Substitution drill","သင်ခန်းစာများ မမျှော်လင့်ဘဲ စောစီးစွာ ပြီးစီးသွားချိန်၌ အချိန်ပိုကို အကျိုးရှိစွာ သုံးရန် ပြုလုပ်သည်ကို Filler လို့ ခေါ်ပါတယ်။"
"M3","A quick vocabulary reflection game like 'Word Chain' at the end of class is a good example of a:","Cooler / Consolidation filler","Formal exam","ICQ","အတန်းအပြီးတွင် သင်ခဲ့ပြီးသော စကားလုံးများကို ပြန်လည် သုံးသပ်သည့် ဂိမ်းတိုများ ပြုလုပ်ခြင်းသည် ထိရောက်သော Cooler / Filler ဖြစ်ပါတယ်။"
"M3","Instead of saying 'A physician is a doctor', the teacher shows a picture of a stethoscope and asks 'Who uses this?' This is:","Eliciting vocabulary using visual cues","Direct translation","Drilling spelling","ရုပ်ပုံသုံးပြီး စကားလုံး အဓိပ္ပာယ်ကို ကျောင်းသားများထံမှ အဖြေထုတ်ယူခြင်း (Eliciting) ဖြစ်ပါတယ်။"
"M3","Why is eliciting vocabulary generally preferred over direct telling?","It engages cognitive processing and shows existing student knowledge.","It is always faster.","It makes the teacher talk more.","Eliciting လုပ်ခြင်းသည် ကျောင်းသားများ၏ ဦးနှောက် စဉ်းစားတွေးခေါ်မှုကို နှိုးဆွပေးပြီး သိရှိပြီးသား အချက်များကို စစ်ဆေးနိုင်ပါတယ်။"
"M3","When should a teacher STOP eliciting and simply explain a word directly?","When learners clearly do not know the word and are guessing blindly.","Immediately at the start.","When students know the word very well.","ကျောင်းသားများ စကားလုံးကို လုံးဝ မသိဘဲ ရမ်းသန်းဖြေဆိုနေပါက Elicit လုပ်ခြင်းကို ရပ်တန့်၍ တိုက်ရိုက် ရှင်းပြပေးသင့်ပါတယ်။"
"M3","Target sentence: 'If I won the lottery, I would buy a house.' CCQ: 'Have I won the lottery?' Answer:","No","Yes","Maybe","Second conditional သဒ္ဒါနားလည်မှုကို စစ်ဆေးရန် တိကျသော 'No' အဖြေထွက်သည့် CCQ မေးခွန်း မေးမြန်းခြင်း ဖြစ်ပါတယ်။"
"M3","Target sentence: 'If I won the lottery, I would buy a house.' CCQ: 'Is this real or imaginary?' Answer:","Imaginary","Real","Past fact","ကတ္တု၏ စိတ်ကူးယဉ် အခြေအနေ ဖြစ်ကြောင်း သိရှိ နားလည်မှုကို 'Imaginary' ဟူသော အဖြေဖြင့် CCQ စစ်ဆေးခြင်း ဖြစ်ပါတယ်။"
"M3","Target sentence: 'She has lived in Yangon for 5 years.' CCQ: 'Does she live in Yangon now?' Answer:","Yes","No","Never","Present Perfect သဒ္ဒါ လက်ရှိ အခြေအနေတွင် ဆက်လက် တည်ရှိနေကြောင်းကို 'Yes' ဟု အဖြေထွက်စေသော CCQ ဖြင့် စစ်ဆေးခြင်း ဖြစ်ပါတယ်။"
"M3","To ensure lower-level learners understand instructions, the teacher should:","Keep sentences short, imperative, and demonstrate physically.","Use long complex sentences with advanced passive voice.","Speak very quickly in L1.","အဆင့်နိမ့် ကျောင်းသားများအား ညွှန်ကြားချက် ပေးရာတွင် ဝါကျတိုတို သုံးပြီး လက်တွေ့ လုပ်ပြရန် လိုအပ်ပါတယ်။"
"M3","Which instruction is the most clear and direct for setting up pair work?","Work with the person sitting next to you. Open page 10.","I would like you to consider collaborating with a peer.","Please start talking now without looking.","ရှင်းလင်း လိုရင်းတိုရှင်း ဖြစ်သော ညွှန်ကြားချက်များက ကျောင်းသားများကို ဇဝေဇဝါ မဖြစ်စေပါ။"
"M3","Before saying 'Open your books to page 45', why might a teacher hold up the book and point to page 45?","To provide a visual anchor to support the spoken instruction.","To hide their face.","To test student eyesight.","ညွှန်ကြားချက် ပေးရာတွင် အမြင်အာရုံ အထောက်အကူ (Visual anchor) ပူးတွဲ ပြသခြင်းက နားလည်မှုကို ပိုမို ခိုင်မာစေပါတယ်။"
"M3","When a teacher moves around the classroom to offer help during individual writing, this movement is called:","Circulating / Monitoring","Lecturing","Drilling","ကျောင်းသားများ စာရေးနေချိန်တွင် အတန်းထဲ လှည့်လည်ကြည့်ရှု ကူညီပေးခြင်းကို Circulating / Monitoring လို့ ခေါ်ပါတယ်။"
